"text","emotion"
"Karar vermeden evvel düşünmek gerekir; kesin söz söylemekte zorlanırım.","cekince"
"Bahşettiğiniz vakte dolayı gönülden şükrederim.","minnettarlik"
"Ayrılık ateşi içimi yaktı; gönlüm ferahlanmadı.","uzuntu"
"Mümkün ise kapıyı açtırınız; rica olunur.","istek"
"Biraz ihtiyatla söylerim ki sonu umulan gibi çıkmayabilir; hemen hükme varmak istemem.","cekince"
"Rica olunur, bu hususta izin veriniz.","istek"
"Bugün yüzüm gülmedi; ümidim zayıf düştü.","uzuntu"
"Ettiğiniz ihsana karşı iyiliğinizi unutamam, yardımınız bana kuvvet verdi.","minnettarlik"
"Bahtım suskun kaldı, çünkü dilimden neşe eksildi.","uzuntu"
"Zât-ı âlinize karşı minnettarım, gönlüm ferah buldu.","minnettarlik"
"Şerefli efendim hâlisâne hürmetle ifade kılarım.","saygi"
"Kadr ü kıymeti yüce efendim büyük bir edeple zikrederim.","saygi"
"Talih yüz gösterecek, bu düşünce beni diri tutar.","umut"
"Bu yolda bazı mahzurlar vardır; bir kere daha düşünmek yerinde olur.","cekince"
"Bu kadarı artık fazladır; bu yersiz davranışa buna razı olmam.","kizginlik"
"Acele etmek münasip görünmez; ihtiyat daha evlâdır.","cekince"
"İnâyet ederseniz hâlimi dinleyiniz; hâcetim buna yönelmiştir.","istek"
"Dilerim ki hâlimi dinleyiniz.","istek"
"İçim dardır; işim arzu ettiğim gibi gitmedi.","uzuntu"
"Sabrın semeresi görünecek, buna inanırım.","umut"
"Şöyle bir sual var ki işbu rivayetin doğruluğu nedir?","merak"
"Hududu aşıyorsunuz; bu kırıcı tavra hiddet beslerim.","kizginlik"
"Ümit ederim talih yüz gösterecek; ruhum böyle fısıldar.","umut"
"Acaba bu işteki hikmet nasıldır?","merak"
"Yaptığınız iyiliğe iyiliğinizi unutamam; bu inceliği pek aziz bildim.","minnettarlik"
"Bu nankörlüğe öfkelenirim.","kizginlik"
"Huzur-ı âlinize ifade kılarım; yol gösterişinizi pek kıymetli bilirim.","saygi"
"İnâyetinize dolayı gönülden şükrederim.","minnettarlik"
"Kadr ü kıymeti yüce efendim samimî bir ihtiramla bildiririm.","saygi"
"Sormak isterim o kimsenin maksadı ne suretle anlaşılır?","merak"
"Anlamak arzusuyla sorarım, bu yolun nereye varacağı hakkında bir izah var mıdır?","merak"
"İçimde bir çekince doğdu bu yolda bazı mahzurlar vardır; ihtiyat daha evlâdır.","cekince"
"Sormak isterim bu yolun nereye varacağı hangi sebepten doğmuştur?","merak"
"Anlamak arzusuyla sorarım, yarınki ahvâl hakkında bir izah var mıdır?","merak"
"Zihnimi meşgul eden sual şudur, vaktin niçin geciktiği hakkında bir izah var mıdır?","merak"
"Bahşettiğiniz vakte borcumu kelâm ile ödeyemem; duam sizden yana oldu.","minnettarlik"
"İnşallah beklenen haber gelecek.","umut"
"Muhterem efendim samimî bir ihtiramla takdim ederim.","saygi"
"İdrak etmek isterim, bu işteki hikmet hakkında bir izah var mıdır?","merak"
"Bu edepsizliğe şiddetle karşı çıkarım.","kizginlik"
"Sözünüz yara açtı; bu nankörlüğe hiddet beslerim.","kizginlik"
"Maalesef; dilimden neşe eksildi.","uzuntu"
"Muradımız gerçekleşecek, buna inanırım.","umut"
"Ümidim zayıf düştü; sabrım ağır imtihana düştü.","uzuntu"
"Vaktin henüz olgunlaşmadığını sanırım; gönlüm tam mutmain değildir.","cekince"
"Bahtım suskun kaldı; beklediğim kişi görünmedi.","uzuntu"
"Maalesef; ümidim zayıf düştü.","uzuntu"
"Zât-ı âlinize derin bir saygı ile arz ederim; nüktelerinizden istifade ederim.","saygi"
"Bu söze buna razı olmam.","kizginlik"
"Kanaatimce yarın daha aydınlık olacak.","umut"
"Görünen kadar kolay değildir; gönlüm tam mutmain değildir.","cekince"
"Zât-ı âlinize iyiliğinizi unutamam; dertli hâlim teskin oldu.","minnettarlik"
"Devletlü efendim nihâyet ihtiram ile bildiririm; işaretiniz benim için emirdir.","saygi"
"Rica eylerim hâlimi dinleyiniz.","istek"
"Gösterdiğiniz lütfa dolayı şükrümü arz ederim.","minnettarlik"
"Hayretle sorarım, yolun niçin uzadığı nasıl anlaşılır?","merak"
"Biraz ihtiyatla söylerim ki işin görünmeyen tarafı ağır basabilir; ihtiyat daha evlâdır.","cekince"
"Maalesef; günüm kederle soldu.","uzuntu"
"Size dolayı minnettarım.","minnettarlik"
"Açık söylemek gerekirse işin görünmeyen tarafı ağır basabilir.","cekince"
"Biraz ihtiyatla söylerim ki karar vermeden evvel düşünmek gerekir; bu sebeple temkinli davranırım.","cekince"
"Bu kırıcı tavra öfkelenirim.","kizginlik"
"Gam beni sardı, çünkü beklediğim kişi görünmedi.","uzuntu"
"Size karşı hâlisâne teşekkür ederim, adıma büyük bir iyilik doğdu.","minnettarlik"
"Gam beni sardı; ümidim zayıf düştü.","uzuntu"
"İnşallah sabrın semeresi görünecek; ruhum böyle fısıldar.","umut"
"Cömert nazarınıza karşı borcumu kelâm ile ödeyemem, duam sizden yana oldu.","minnettarlik"
"Güzel bir sabah gibi bu karanlık dağılacak; tesellim bu yöndedir.","umut"
"Lütufkâr efendim tevkir duygusuyla zikrederim; yol gösterişinizi pek kıymetli bilirim.","saygi"
"Talihim karardı; dilimden neşe eksildi.","uzuntu"
"Hayretle sorarım: o kelâmın kastı nedendir?","merak"
"Günüm kederle soldu; neşem benden uzaklaştı.","uzuntu"
"Güzel bir sabah gibi beklenen haber gelecek.","umut"
"Zât-ı âlinize dolayı kalben müteşekkirim.","minnettarlik"
"Ümidim zayıf düştü; ruhum inceldi.","uzuntu"
"Ümit ederim gönlümüz ferah bulacak.","umut"
"Mümkün ise kapıyı açtırınız.","istek"
"Bu haksızlığa tahammül edemem; bunun hesabı sorulmalıdır.","kizginlik"
"Devletlü efendim sonsuz tâzimle arz ederim; nazar-ı dikkatinize minnettarım.","saygi"
"Huzur-ı âlinize samimî bir ihtiramla takdim ederim.","saygi"
"Adalet duygusu zedelendi; bu edepsizliğe sabır gösteremem.","kizginlik"
"Vicdan buna susmaz; bu kırıcı tavra sabır gösteremem.","kizginlik"
"Güzel bir sabah gibi gönlümüz ferah bulacak; buna inanırım.","umut"
"Şöyle bir sual var ki vaktin niçin geciktiği nicedir?","merak"
"Lütufkâr efendim nihâyet ihtiram ile arz ederim.","saygi"
"Bugün yüzüm gülmedi, çünkü ümidim zayıf düştü.","uzuntu"
"Kerem buyurup meseleyi tekrar nazardan geçiriniz; bu niyazımı geri çevirmeyiniz.","istek"
"Yakında talih yüz gösterecek; kalbim buna meyleder.","umut"
"Bu gecikmenin sebebi niçin böyle olmuştur?","merak"
"Görünen kadar kolay değildir; tedbir elden bırakılmamalıdır.","cekince"
"Zât-ı âlinize dolayı şükrümü arz ederim.","minnettarlik"
"Yaptığınız iyiliğe dolayı minnettarım.","minnettarlik"
"İstirham ederim bir cevap veriniz; talebim budur.","istek"
"Kadr ü kıymeti yüce efendim tam bir tâzim ile huzurunuza koyarım.","saygi"
"Esirgemediğiniz himmete karşı kalben müteşekkirim, adıma büyük bir iyilik doğdu.","minnettarlik"
"Anlamak arzusuyla sorarım kapının neden kapalı kaldığı nedir?","merak"
"Bahşettiğiniz vakte karşı kalben müteşekkirim, adıma büyük bir iyilik doğdu.","minnettarlik"
"Verdiğiniz desteğe borcumu kelâm ile ödeyemem; hatırınız bende daim oldu.","minnettarlik"
"Şüphem odur ki vaktin henüz olgunlaşmadığını sanırım.","cekince"
"Bu sözün ardında ne bulunduğunu düşünürüm; lâkin hemen hükme varmaya elim varmaz.","cekince"
"Meselenin aslına dair zihnim uyanıktır, amma dilim acele sual açmaktan çekinir.","cekince"
"Şu hâlin sebebini yoklamak isterim; ne var ki ileri varmakta tereddüdüm vardır.","cekince"
"Kalbim bu işin iç yüzünü araştırır, yine de adımımı ölçerek atarım.","cekince"
"Bu rivayetin hakikati nedir diye içim kıpırdar; fakat pek yaklaşmaya cesaret edemem.","cekince"
"Mesele dikkatimi çeker, yine de sonunu kestiremediğimden ihtiyat üzere dururum.","cekince"
"Şu haberin menşeini öğrenmek isterim; lakin işin nereye varacağını bilmem.","cekince"
"Duyduğum söz zihnimi meşgul eder, amma kurcalamaya biraz çekinirim.","cekince"
"Acaba burada gizli bir cihet mi vardır derim; yine de fazla açılmam.","cekince"
"Bu işin sebebini sormak isterim, fakat münasip olur mu diye duraklarım.","cekince"
"Zihnim bu tarafa meyleder; ne var ki gönlümde hafif bir ürperti kalır.","cekince"
"Şu hâdise bende sual uyandırır, lâkin üstüne varmakta ağır davranırım.","cekince"
"İçim araştırmaya meyillidir; ama yanlış bir yola sapmaktan sakınırım.","cekince"
"Bu bahsin devamı ne olur bilmek isterim; yine de ihtiyatı elden bırakmam.","cekince"
"Gördüğüm hâl merak verir, fakat yaklaşınca bir çekingenlik çöker.","cekince"
"Bu işin açıklığı yoktur; öğrenmek isterim, yine de temkinle dururum.","cekince"
"Şu ibarenin manasını yoklarım; amma yanılmaktan endişe ederim.","cekince"
"Hakikati işitmeye hevesim vardır, fakat söze karışmaya pek istekli değilim.","cekince"
"Bu kapının ardında ne olduğunu düşünürüm; yine de eşiği hemen aşmam.","cekince"
"Sual zihnime düşer, ne var ki cevabın ağırlığından ürkerim.","cekince"
"Şu hâlin nereye varacağını anlamak isterim; lâkin adımım tedbirle bağlıdır.","cekince"
"İçimde ince bir araştırma arzusu var, fakat sonunu bilmediğim işten sakınırım.","cekince"
"Bu kimsenin maksadı nedir diye geçiririm; yine de doğrudan sormam.","cekince"
"Sözün aslına eğilirim, amma beni huzursuz eden bir taraf sezilir.","cekince"
"Ne demek istediğini anlamak isterim; fakat açıklık istemeye cesaretim azdır.","cekince"
"Bu işin içyüzü dikkatimi çeker, yine de sınırımı aşmaktan çekinirim.","cekince"
"Mesele kapalıdır, zihnim açmak ister; gönlüm ise beklemeyi salık verir.","cekince"
"Şu halin altında ne yatıyor derim, ama kendimi biraz geri tutarım.","cekince"
"Öğrenmeye meylim vardır; yine de işin inceliği beni temkinli kılar.","cekince"
"Bu rivayet üstünde dururum, lâkin peşine düşmeye pek heves etmem.","cekince"
"Duyduklarım bende sual doğurur; amma cevap ararken ihtiyat ederim.","cekince"
"Şu husus dikkatimi çeker, fakat yanlış anlaşılmaktan sakınırım.","cekince"
"İçimde bir yoklama isteği vardır, yine de sözü uzatmam.","cekince"
"Bu bahsi anlamak isterim; amma gönlümde hafif bir çekinme dolaşır.","cekince"
"Acaba hakikat bundan ibaret midir derim; yine de dillendirmeye çekinirim.","cekince"
"Bu hâlin aslına vâkıf olmayı isterim, fakat işin rengi beni durdurur.","cekince"
"Şu mesele bende sual açar; yine de yaklaşımım ölçülü kalır.","cekince"
"Anlamak isterim, ama bunun bedeli ne olur diye düşünürüm.","cekince"
"Söz beni düşündürür; ne var ki içine girerken ihtiyatı elden bırakmam.","cekince"
"Hakikate nazarım döner, lâkin gönlüm tedbirsizliğe yanaşmaz.","cekince"
"Bu sözün ardında ne mâna gizlidir, bilmeye heves ederim.","merak"
"Şu hâlin hangi sebepten doğduğunu öğrenmek isterim.","merak"
"Rivayetin aslı nedir diye zihnim durmadan dolaşır.","merak"
"Bu kapının gerisinde ne vardır, gönlüm bunu yoklar.","merak"
"Şu ibarenin başka bir manası mı var, merak ederim.","merak"
"Duyduğum haberin kaynağı neresidir, bilmek isterim.","merak"
"Bu iş nasıl oldu da bu hâle vardı, aklım ona takılır.","merak"
"Söylenenlerin iç yüzü nedir, zihnim onu araştırır.","merak"
"Şu kimsenin maksadı ne ola ki, düşünmeden edemem.","merak"
"Bu meselenin devamında neler zuhûr eder, merakım artar.","merak"
"Gördüğüm hâlin sebebini öğrenmeye gönlüm meyillidir.","merak"
"Acaba işin görünmeyen tarafı nasıldır, bunu bilmek isterim.","merak"
"Bu sessizliğin ardında ne saklıdır, aklım oraya varır.","merak"
"Şu vak'anın niçin böyle vuku bulduğunu anlamak isterim.","merak"
"Bu cevabın neden eksik kaldığını zihnim kurcalar.","merak"
"Sözün bu kadar kapalı oluşu bende sual uyandırır.","merak"
"Ne oldu da bu iş böyle değişti, merakla düşünürüm.","merak"
"Şu hadisenin evveli nasıldı, bilmeye rağbetim vardır.","merak"
"Bu kimsenin susuşunda ne mana var diye içim yoklar.","merak"
"Hâdisenin aslına vâkıf olmak isterim.","merak"
"Bu mektupta ima edilen şey nedir, merak ederim.","merak"
"Şu iz nasıl bir vak'aya delâlet eder, bunu düşünürüm.","merak"
"Bu hâlin ardındaki niyet ne olabilir, aklım ona yönelir.","merak"
"Duyduklarımın hangisi doğrudur, öğrenmeye meylim vardır.","merak"
"Şu bahsin nereye bağlanacağını bilmek isterim.","merak"
"Bu işin perde gerisi nasıl şekillendi, merak içindeyim.","merak"
"Bu söz kime işaret eder, zihnim onu tartar.","merak"
"Şu mananın tamamı nedir, anlamaya çalışırım.","merak"
"Burada eksik kalan taraf nedir diye dururum.","merak"
"Bu tavrın sebebi ne olabilir, gönlüm araştırır.","merak"
"Şu adın niçin anıldığını öğrenmek isterim.","merak"
"Bu işin hakikati bende canlı bir sual doğurur.","merak"
"Acaba başka bir izahı var mıdır, merak ederim.","merak"
"Bu bakışın altında hangi mana yatar, düşünürüm.","merak"
"Şu meselenin başlangıcını bilsem diye içim ister.","merak"
"Bu söylentinin doğrusu nedir, öğrenmeye heves ederim.","merak"
"Niçin böyle davranıldı, aklım ona takıldı.","merak"
"Şu hükmün dayanağı nedir, bilmek isterim.","merak"
"Bu kadar kapalılık bende araştırma arzusu uyandırır.","merak"
"Sözün sonu nereye varır diye zihnim uyanıktır.","merak"
"Bu muamele gönlümde ateş uyandırdı.","kizginlik"
"Yapılan haksızlık karşısında sabrım daraldı.","kizginlik"
"Bu ağır söz içimde hiddet doğurdu.","kizginlik"
"Bunca ihmale nasıl rıza gösterilsin.","kizginlik"
"Gördüğüm tavır beni şiddetle incitti ve öfkelendirdi.","kizginlik"
"Bu pervasızlık karşısında içim kabardı.","kizginlik"
"Söylenenler tahammül sınırını aştı.","kizginlik"
"Bu adaletsizlik gönlümde gazap uyandırır.","kizginlik"
"Böyle bir muameleye razı olmam.","kizginlik"
"Yapılan iş nizamdan öyle uzaktır ki hiddetim artar.","kizginlik"
"İçimdeki infial gittikçe kuvvet buldu.","kizginlik"
"Bu küçümser tavır beni öfkeye sevk etti.","kizginlik"
"Sabrım sınandı; nihayet tükendi.","kizginlik"
"Bunca kusur karşısında susmak güçtür.","kizginlik"
"Bu sözün ağırlığı hiddetimi kamçıladı.","kizginlik"
"Yersiz ithamlar beni gazaba getirdi.","kizginlik"
"Bu hoyratlık affa yaklaşmaz.","kizginlik"
"Gördüğüm düzensizlik karşısında içim dar değil, kızgındır.","kizginlik"
"Bu kadar kayıtsızlık insanı öfkeye sürükler.","kizginlik"
"Muamelenin sertliği içimde isyan doğurdu.","kizginlik"
"Bu davranış sabır bırakmadı.","kizginlik"
"İşin bu hale varması beni hiddetle doldurdu.","kizginlik"
"Söylenenlere gönlümce katlanmak mümkün değildir.","kizginlik"
"Bu tahkir edici hâl beni pek kızdırdı.","kizginlik"
"Haksızlık açık iken sükût etmek zor gelir.","kizginlik"
"Bu kırıcı üslup içimde sertlik doğurdu.","kizginlik"
"Böyle bir savrukluk karşısında içim taşar.","kizginlik"
"Bana düşen sabırdı; lakin bu hâl öfkeyi çağırdı.","kizginlik"
"Bu yersiz hareketi hoş göremem.","kizginlik"
"Sözün incitmesi bir yana, hiddetimi de artırdı.","kizginlik"
"Bu kadar kusur karşısında gönlüm yatışmaz.","kizginlik"
"Bu hoyrat ses beni kızgınlığa itti.","kizginlik"
"Yapılanı görünce içimdeki ateş harlandı.","kizginlik"
"Böyle adaletsiz işitmek bile can sıkar.","kizginlik"
"Bu muamele insaf sınırını geçti.","kizginlik"
"Sabrın da bir sonu vardır; işte ona geldim.","kizginlik"
"Bu tavrın sertliği gönlümde gazap bıraktı.","kizginlik"
"Bunca yanlışlık karşısında öfkem gizlenmez oldu.","kizginlik"
"Yapılanı kabul etmek şöyle dursun, içim hiddetle doldu.","kizginlik"
"Bu kadar hoyratlık elbet gazap uyandırır.","kizginlik"
"Bu muamele gönlümde derin bir keder bıraktı.","uzuntu"
"Yapılan haksızlık içimi sessizce yaraladı.","uzuntu"
"Bu ağır söz kalbimi incitti.","uzuntu"
"Bunca ayrılığa nasıl dayanılır.","uzuntu"
"Gördüğüm tavır beni mahzun etti.","uzuntu"
"Bu hâl karşısında içime hüzün çöktü.","uzuntu"
"Söylenenler gönlümde elem doğurdu.","uzuntu"
"Bu netice kalbimi pek kırdı.","uzuntu"
"Böyle bir akıbet içimde sessiz bir acı uyandırır.","uzuntu"
"Yapılan iş ruhumu yordu.","uzuntu"
"İçimdeki mahzunluk gitgide arttı.","uzuntu"
"Bu küçümser tavır beni incitip üzdü.","uzuntu"
"Ümidim kırıldı; gönlüm sustu.","uzuntu"
"Bunca kusur karşısında tesellim azaldı.","uzuntu"
"Bu sözün ağırlığı gönlüme çöktü.","uzuntu"
"Yersiz ithamlar beni derinden üzdü.","uzuntu"
"Bu hoyratlık kalbime dokundu.","uzuntu"
"Gördüğüm düzensizlik karşısında içim burkuldu.","uzuntu"
"Bu kadar kayıtsızlık insanı mahzun eder.","uzuntu"
"Muamelenin sertliği bende kırgınlık bıraktı.","uzuntu"
"Bu davranış içimde hüzün doğurdu.","uzuntu"
"İşin bu hale varması beni kedere saldı.","uzuntu"
"Söylenenlere gönlüm dayanmakta zorlandı.","uzuntu"
"Bu tahkir edici hâl ruhumu incitti.","uzuntu"
"Haksızlık açık iken içim daralır.","uzuntu"
"Bu kırıcı üslup gönlümü yaraladı.","uzuntu"
"Böyle bir savrukluk karşısında mahzun oldum.","uzuntu"
"Bana düşen sabırdı; lakin içim kırıldı.","uzuntu"
"Bu yersiz hareket beni üzmekten başka ne verdi.","uzuntu"
"Sözün incitmesi içimde uzun bir sızı bıraktı.","uzuntu"
"Bu kadar kusur karşısında gönlüm çöktü.","uzuntu"
"Bu hoyrat ses bende derin bir hüzün doğurdu.","uzuntu"
"Yapılanı görünce kalbim daraldı.","uzuntu"
"Böyle adaletsizlik işitmek bile üzüntü verir.","uzuntu"
"Bu muamele insaf yerine kırgınlık doğurdu.","uzuntu"
"Sabrım sürdü; fakat gönlüm yorgun düştü.","uzuntu"
"Bu tavrın sertliği içimde elem bıraktı.","uzuntu"
"Bunca yanlışlık karşısında yüzüm karardı.","uzuntu"
"Yapılanı kabul ederim diyemem; çünkü içim üzgündür.","uzuntu"
"Bu kadar hoyratlık elbet hüzün verir.","uzuntu"
"Gösterdiğiniz iltifat gönlümde şükran bıraktı.","minnettarlik"
"Ettiğiniz yardım için size gönülden müteşekkirim.","minnettarlik"
"Bu lütfu unutmak mümkin değildir.","minnettarlik"
"İhsanınız kalbimde hoş bir vefa uyandırdı.","minnettarlik"
"Uzattığınız el bana ferahlık verdi; sağ olunuz.","minnettarlik"
"İyiliğinizin hatırı bende bakidir.","minnettarlik"
"Böyle bir himmet karşısında şükrüm artar.","minnettarlik"
"Bana düşen, bu inceliğe teşekkür etmektir.","minnettarlik"
"Yardımınız ruhuma serinlik verdi.","minnettarlik"
"Lütfettiğiniz destek için minnet duyarım.","minnettarlik"
"Bu nezaketiniz gönlümde yer etti.","minnettarlik"
"Esirgemediğiniz himaye için size borçlu hissederim.","minnettarlik"
"Gösterilen inayet unutulacak gibi değildir.","minnettarlik"
"Bunca iyilik karşısında şükrüm eksik kalır.","minnettarlik"
"Sözünüz ve yardımınız içimi rahatlattı.","minnettarlik"
"Bu güzel tavrınız için gönlüm size açıktır.","minnettarlik"
"Yaptığınız iyilik bende derin teşekkür uyandırdı.","minnettarlik"
"İnayetinizin kıymeti büyüktür.","minnettarlik"
"Desteğiniz sebebiyle içimde minnet vardır.","minnettarlik"
"Bana gösterdiğiniz kolaylık için müteşekkirim.","minnettarlik"
"Bu zarif davranışınıza teşekkür borç bilirim.","minnettarlik"
"Yardımınız darlığımı hafifletti.","minnettarlik"
"Gördüğüm lütuf gönlümde vefa doğurdu.","minnettarlik"
"İhsan ettiğiniz kolaylık kalbimi sevindirdi.","minnettarlik"
"Sizin bu iyiliğiniz unutulmaz.","minnettarlik"
"Elinizden geleni esirgememeniz beni minnettar kıldı.","minnettarlik"
"Bu incelik karşısında dilim teşekkürle açılır.","minnettarlik"
"Gördüğüm destek için şükran hissederim.","minnettarlik"
"Sunduğunuz çare bana umut verdi; sağ olunuz.","minnettarlik"
"Yaptığınız iyilik kalbimde baki kaldı.","minnettarlik"
"Bu yardımınızın hatırını taşırım.","minnettarlik"
"Nezaketiniz için gönülden teşekkür ederim.","minnettarlik"
"Bu himmetiniz darlığa merhem oldu.","minnettarlik"
"Böyle vefalı bir tavır minnet uyandırır.","minnettarlik"
"Lütfunuz bende güzel bir iz bıraktı.","minnettarlik"
"İyiliğinizin karşısında şükranla eğilirim.","minnettarlik"
"Bana düşen bu iyiliği hayırla anmaktır.","minnettarlik"
"Gösterdiğiniz yakınlık için size müteşekkirim.","minnettarlik"
"Bu güzel desteğiniz gönlümü aydınlattı.","minnettarlik"
"Yaptığınız ihsanın hatırı büyüktür.","minnettarlik"
"Zât-ı âlinizin huzurunda sözümü ölçerim.","saygi"
"Muhterem efendimizin adı dahi hürmet uyandırır.","saygi"
"Âlî makamınıza karşı edepten ayrılmam.","saygi"
"Söz söylerken zatınıza gereken itibarı gözetirim.","saygi"
"Huzurunuzda dilim daha ihtiyatlı olur.","saygi"
"Kıymetli zatınızın önünde haddimi bilirim.","saygi"
"Meclisinizde edep en evvel gelir.","saygi"
"Adınızı anarken bile saygı hissederim.","saygi"
"Zâtınıza karşı derin bir tazim beslerim.","saygi"
"Muhterem varlığınız karşısında üslubum yumuşar.","saygi"
"Huzurunuza varmak benim için ciddî bir iştir.","saygi"
"Sizin makamınıza karşı nezaket borcum vardır.","saygi"
"Hitabımda daima tazim gözetirim.","saygi"
"Şahsınız hakkında sözü edeple kurarım.","saygi"
"Mevkiiniz karşısında dilimi dikkatle kullanırım.","saygi"
"Zât-ı devletinize karşı gönlümde hürmet vardır.","saygi"
"Sözüm kısa olur; çünkü huzurunuza saygım büyüktür.","saygi"
"Âlî şahsiyetiniz karşısında ölçüyü elden bırakmam.","saygi"
"Zatınıza dair lakırdıda hafifliğe düşmem.","saygi"
"Muhterem efendimize karşı daima edepli dururum.","saygi"
"Bu mecliste size yönelen her söz hürmet taşımalıdır.","saygi"
"Şahsınıza karşı gönlümde tazim yer etmiştir.","saygi"
"Sizin yanınızda sesimi bile ölçerim.","saygi"
"Makamınıza yaraşır bir üslupla konuşmak isterim.","saygi"
"Huzurunuz bana ciddiyet telkin eder.","saygi"
"Zâtınıza karşı her daim ihtiram beslerim.","saygi"
"Kıymetli mevcudiyetiniz önünde söz hafife alınmaz.","saygi"
"Edebi korumak, zatınıza karşı borcumdur.","saygi"
"Sizin isminiz yanında dilim daha muntazam olur.","saygi"
"Şahsınızın ağırlığı üslubuma intizam verir.","saygi"
"Meclisinizde herkesin edepli olması gerekir.","saygi"
"Zât-ı âlinize hitapta ölçü şarttır.","saygi"
"Muhterem makamınız karşısında tevazu gösteririm.","saygi"
"Şahsınıza dair hissim hürmetten ibarettir.","saygi"
"Adınızı anarken bile ihtiram gösteririm.","saygi"
"Zâtınız karşısında edepten ayrılmak istemem.","saygi"
"Huzurunuza varınca sözümü tartarım.","saygi"
"Sizin mevkiiniz gönlümde tazim doğurur.","saygi"
"Muhterem efendimize karşı duruşum da sözüm de saygılıdır.","saygi"
"Şahsınızın hatırı bende büyüktür.","saygi"
"Bu karanlığın ardından bir ferahlık görünür sanırım.","umut"
"Gönlüm, yakın vakitte hayırlı bir kapı açılacağına inanır.","umut"
"Şimdi dar görünse de sonu güzel olabilir.","umut"
"İçimde sönmeyen bir aydınlık vardır.","umut"
"Bu işin henüz hayırlı bir yola varacağını düşünürüm.","umut"
"Kalbim yarınlardan iyi haber bekler.","umut"
"Bütün zorluklara rağmen içimde ümit eksilmez.","umut"
"Bu darlığın ebedî kalmayacağını sanırım.","umut"
"Gelecek günlerde bir kolaylık zuhûr eder diye bakarım.","umut"
"İçimdeki ümit beni ayakta tutar.","umut"
"Bu işin sonunda bir selâmet olabilir.","umut"
"Henüz kapılar büsbütün kapanmış görünmez.","umut"
"Kalbim güzel bir neticeye meyleder.","umut"
"Bugün ağır olsa da yarın hafifleyebilir.","umut"
"Gönlüm iyiye dair bir işaret arar ve bulur.","umut"
"Bu bekleyişin sonunda ferah vardır diye inanırım.","umut"
"İnce bir ışık dahi olsa gönlüme yeter.","umut"
"Sonucun hayırla biteceğini düşünmekten vazgeçmem.","umut"
"Bu sıkıntı geçici gibi görünür bana.","umut"
"Yarınların bugünden yumuşak olacağını umarım.","umut"
"İçimde güzel bir akıbete dair his vardır.","umut"
"Bu yolun sonunda açılma olabilir.","umut"
"Ne kadar gecikse de hayır gelebilir.","umut"
"Gönlüm çökmek yerine ileriye bakar.","umut"
"İyi bir haberin yakın olduğunu hissederim.","umut"
"Bu suskunluk dahi belki güzel bir başlangıca çıkar.","umut"
"Henüz her şey tükenmiş değildir.","umut"
"Kalbim son sözü hayrın söyleyeceğine inanır.","umut"
"Bu işin dönüşü güzel olabilir.","umut"
"İçimdeki ümit hafif ama diridir.","umut"
"Ferah günlerin yaklaşmasını beklerim.","umut"
"Bu yükün bir gün hafifleyeceğine inanırım.","umut"
"İnşirah verecek bir netice mümkün görünür.","umut"
"Şartlar ağır olsa da gönlüm iyiye açılır.","umut"
"Yol uzun ise de sonunun selâmet olmasını dilerim.","umut"
"Bu sessizlikten sonra güzel bir ses yükselebilir.","umut"
"İçimde hâlâ ileriye dönük bir aydınlık taşırım.","umut"
"Hayırlı bir dönüş ihtimali gönlümü diriltir.","umut"
"Beklediğim ferah belki yakındır.","umut"
"Güzel günlerin izini kaybetmiş değilim.","umut"
"Bu karanlığın ardından bir ferahlık görmek isterim.","istek"
"Gönlüm, yakın vakitte hayırlı bir kapı açılsın diye diler.","istek"
"Şimdi dar görünen yol biraz açılsa ne iyi olur.","istek"
"İçimde bir aydınlık doğmasını temenni ederim.","istek"
"Bu işin hayırlı bir yola varmasını isterim.","istek"
"Kalbim yarınlardan iyi haber işitmeyi diler.","istek"
"Bunca zorluğun ardından biraz kolaylık gelsin isterim.","istek"
"Bu darlık artık sürmesin diye niyaz ederim.","istek"
"Gelecek günlerde bir kolaylık zuhûr etse diye beklerim.","istek"
"İçimin ferah bulmasını isterim.","istek"
"Bu işin sonunda bir selâmet lütfolunsa iyi olur.","istek"
"Kapılar yeniden açılsa gönlüm rahat eder.","istek"
"Güzel bir netice görmeyi dilerim.","istek"
"Bugünün ağırlığı yarına taşınmasa isterim.","istek"
"Gönlüm iyiye dair bir işaret görmeyi arzu eder.","istek"
"Bu bekleyiş hayırlı bir neticeye ersin isterim.","istek"
"İnce de olsa bir ışık görünmesini dilerim.","istek"
"Sonucun hayırla bitmesini niyaz ederim.","istek"
"Bu sıkıntının artık geçmesini isterim.","istek"
"Yarınların bugünden yumuşak olmasını dilerim.","istek"
"İçimde güzel bir akıbet görme arzusu vardır.","istek"
"Bu yolun sonunda bir açılma olsun isterim.","istek"
"Ne kadar gecikse de hayır gelsin isterim.","istek"
"Gönlüm biraz olsun ileriye ferahla baksın isterim.","istek"
"İyi bir haber erişse ne hoş olur.","istek"
"Bu suskunluk güzel bir başlangıca dönsün isterim.","istek"
"Her şey tükenmiş olmasın diye dilerim.","istek"
"Son sözü hayrın söylemesini isterim.","istek"
"Bu işin dönüşü güzel olsun isterim.","istek"
"İçimdeki arzu hafif değildir; netice ister.","istek"
"Ferah günler bir an evvel gelsin isterim.","istek"
"Bu yük biraz hafiflese gönlüm rahat eder.","istek"
